UsageDuration,Userid,Text,Sentiment,Timestamp,User,App,Hashtags,time_spent,Likes,Country,Year,Month,Day,Hour,Age,gender
48,827,Experiencing cyberbullying. Hateful messages online are disheartening. ,Positive,12/26/2023 1:05,User822,YouTube,#Tag822 #Fun,2,9, USA               ,2016,51,2,6,37,non-binary
22,828,Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck. ,Negative,12/26/2023 1:05,User823,YouTube,#Tag823 #Fun,2,8, Canada            ,2023,85,91,5,2,non-binary
9,9, Missing summer vibes and beach days.               ,Negative,1/17/2023 12:20,User9, Facebook ,#Tag9 #Fun,2,35, Australia ,2023,1,17,12,28,non-binary
2,340,Thrilled to witness the grandeur of a cultural festival.       ,Neutral,9/15/2020 14:45,User335, Instagram ,#Tag335 #Fun,2,80, India              ,2020,9,15,14,47,male
1,333," Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",Negative,1/15/2021 22:10,User328, Twitter ,#Tag328 #Fun,2,40, USA ,2021,1,15,22,22,female
6,1, Traffic was terrible this morning.                 ,Negative,1/15/2023 8:45,User1, Twitter  ,#Tag1 #Fun,2,10, Canada   ,2023,1,15,8,46,female
4,772,"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist ",Negative,12/26/2023 1:05,User767,Snapchat,#Tag767 #Fun,2,5, Australia ,2022,21,21,48,90,non-binary
48,76, Kindness witnessed today restored my faith in humanity. ,Negative,2/19/2023 11:30,User73, Twitter  ,#Tag73 #Fun,2,40, USA       ,2023,2,19,11,31,non-binary
2,286," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",Negative,8/22/2018 17:20,User281, Facebook ,#Tag281 #Fun,2,48, Australia ,2018,8,22,17,25,non-binary
25,101, Pride in completing a challenging fitness challenge.    ,Neutral,2/28/2023 16:00,User98, Instagram ,#Tag98 #Fun,2,60, UK            ,2023,2,28,16,18,male
9,121, Arousal of excitement as I await a special announcement.,Negative,10/30/2017 11:30,User118, Twitter  ,#Tag118 #Fun,2,40, Australia ,2017,10,30,11,50,non-binary
8,120," A moment of tenderness, connecting with loved ones.    ",Neutral,2/23/2016 19:45,User117, Facebook ,#Tag117 #Fun,2,50, UK          ,2016,2,23,19,51,non-binary
2,256," A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection. ",Negative,2/28/2023 9:45,User251, Facebook ,#Tag251 #Fun,2,40, USA ,2023,2,28,9,57,male
1,413,Euphoria floods in as the final puzzle piece fits perfectly.       ,Neutral,6/8/2022 15:30,User408, Instagram ,#Tag408 #Fun,2,40, Denmark         ,2022,6,8,15,54,non-binary
2,260," Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence. ",Neutral,8/15/2021 11:10,User255, Instagram ,#Tag255 #Fun,2,40, India ,2021,8,15,11,42,female
1,407,Awe-inspired by the vastness of the cosmos on a stargazing night.   ,Negative,7/8/2018 23:00,User402, Instagram ,#Tag402 #Fun,2,80, South Africa    ,2018,7,8,23,39,male
29,106, Calmness prevails as I practice mindfulness.            ,Positive,3/2/2023 18:00,User103, Facebook ,#Tag103 #Fun,2,30, UK        ,2023,3,2,18,34,non-binary
55,78, A moment of shame for not standing up against injustice. ,Positive,2/19/2023 19:45,User75, Facebook ,#Tag75 #Fun,2,30, India      ,2023,2,19,19,32,non-binary
1,405,A burst of artistic creativity in the quietude of an artist's studio. ,Neutral,9/1/2015 16:00,User400, Twitter  ,#Tag400 #Fun,2,30, Italy           ,2015,9,1,16,39,non-binary
4,400,Dazzled by the elegance of a masquerade ball's dazzling costumes. ,Positive,6/12/2018 20:30,User395, Facebook ,#Tag395 #Fun,2,55, UK               ,2018,6,12,20,45,male
50,672,Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment! ,Neutral,8/26/2023 17:30,User667, Twitter ,#Tag667 #Fun,2,35, USA,2017,8,26,17,36,male
51,673,Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go? ,Negative,8/27/2023 20:45,User668, Instagram ,#Tag668 #Fun,2,45, UK,2020,8,27,20,37,male
2,492,"In the celebration of success, fireworks of accomplishment light up the night sky of triumph. ",Neutral,11/15/2017 22:30,User487, Instagram ,#Tag487 #Fun,2,45, Japan ,2017,11,15,22,21,female
40,80, The fear of the unknown is keeping me up at night.    ,Positive,2/20/2023 21:15,User77, Instagram ,#Tag77 #Fun,2,30, USA          ,2023,2,20,21,31,male
27,689,Encountered some mean-spirited comments online. Dealing with online hate is never easy. ,Negative,9/12/2023 12:30,User684,Snapchat,#Tag684 #Fun,2,36, Canada,2021,9,12,12,25,female
30,93, Embracing acceptance of life's ups and downs.           ,Positive,2/25/2023 18:20,User90, Facebook ,#Tag90 #Fun,2,30, Canada     ,2023,2,25,18,46,male
27,84, Laughter is the key to joy—attending a stand-up comedy show. ,Positive,2/22/2023 19:30,User81, Facebook ,#Tag81 #Fun,2,45, Canada    ,2023,2,22,19,33,non-binary
4,397,Joyful laughter resonates through a lively summer carnival.         ,Positive,12/15/2020 15:45,User392, Facebook ,#Tag392 #Fun,2,45, Japan            ,2020,12,15,15,29,non-binary
63,90, Awe-struck by the beauty of the night sky.               ,Neutral,2/24/2023 20:30,User87, Facebook ,#Tag87 #Fun,2,45, Australia ,2023,2,24,20,42,male
9,375,Mesmerized by the cosmic dance of fireflies on a moonlit night.    ,Positive,8/10/2022 22:00,User370, Instagram ,#Tag370 #Fun,3,50, Brazil           ,2022,8,10,22,34,female
1,352,Feeling empowered after conquering a challenging hiking trail.     ,Positive,9/5/2018 14:20,User347, Instagram ,#Tag347 #Fun,3,70, USA               ,2018,9,5,14,50,female
7,443,"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ",Positive,4/30/2019 14:00,User438,Snapchat,#Tag438 #Fun,3,45, France    ,2019,4,30,14,18,non-binary
8,425,Drowning in sorrow as memories of lost love resurface.            ,Neutral,8/5/2019 21:00,User420, Instagram ,#Tag420 #Fun,3,30, USA             ,2019,8,5,21,64,female
2,412,"Embarking on a culinary odyssey, savoring flavors around the world. ",Neutral,3/2/2019 20:20,User407, Twitter  ,#Tag407 #Fun,3,70, Belgium         ,2019,3,2,20,60,female
9,251,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ",Positive,11/30/2021 15:30,User246, Instagram ,#Tag246 #Fun,3,20, Canada ,2021,11,30,15,58,female
1,422,Imbued with gratitude for the simple pleasure of a warm cup of tea. ,Positive,2/15/2023 8:30,User417, Twitter  ,#Tag417 #Fun,3,35, Japan           ,2023,2,15,8,62,non-binary
2,257," Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others. ",Positive,4/3/2018 14:15,User252, Instagram ,#Tag252 #Fun,3,30, UK ,2018,4,3,14,18,non-binary
11,318," Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ",Positive,12/12/2019 17:00,User313, Twitter ,#Tag313 #Fun,3,32, Australia ,2019,12,12,17,63,non-binary
4,420,Drenched in nostalgia while flipping through an old family photo album. ,Positive,12/5/2016 21:00,User415, Instagram ,#Tag415 #Fun,3,50, India          ,2016,12,5,21,21,non-binary
2,320," Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ",Positive,9/3/2020 12:15,User315, Facebook ,#Tag315 #Fun,3,28, UK ,2020,9,3,12,55,non-binary
2,277," Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ",Neutral,4/1/2022 18:30,User272, Instagram ,#Tag272 #Fun,3,38, Australia ,2022,4,1,18,52,non-binary
3,261," Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms. ",Negative,10/25/2019 16:50,User256, Twitter ,#Tag256 #Fun,3,30, UK ,2019,10,25,16,40,female
5,410,Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,Neutral,1/12/2020 18:00,User405, Instagram ,#Tag405 #Fun,3,60, Switzerland     ,2020,1,12,18,23,non-binary
1,359,Captivated by the serenity of a tranquil garden in full bloom.     ,Negative,5/12/2018 14:20,User354, Facebook ,#Tag354 #Fun,3,45, Canada            ,2018,5,12,14,42,non-binary
2,409,Whispers of inspiration from the rustling leaves in a serene forest. ,Negative,11/15/2016 11:45,User404, Facebook ,#Tag404 #Fun,3,55, Portugal        ,2016,11,15,11,59,non-binary
4,231," Indifferent to the noise of the world, a silent observer in the midst of life's cacophony. ",Neutral,3/10/2023 16:30,User226, Instagram ,#Tag226 #Fun,3,18, India         ,2023,3,10,16,51,non-binary
2,469,"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ",Neutral,10/18/2016 19:30,User464, Twitter ,#Tag464 #Fun,3,40, USA ,2016,10,18,19,22,non-binary
2,303," Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ",Negative,7/20/2017 11:45,User298, Twitter ,#Tag298 #Fun,3,30, USA ,2017,7,20,11,53,non-binary
2,391,Heartfelt gratitude for the laughter shared during a family reunion. ,Neutral,12/28/2017 19:15,User386, Facebook ,#Tag386 #Fun,3,45,India         ,2017,12,28,19,37,male
5,378,Enveloped in serenity while practicing mindfulness by the lake.    ,Neutral,10/20/2017 8:15,User373, Instagram ,#Tag373 #Fun,3,70, Canada           ,2017,10,20,8,26,male
4,268," With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy. ",Neutral,3/30/2023 16:30,User263, Instagram ,#Tag263 #Fun,3,32, India ,2023,3,30,16,43,female
1,392,"Embarking on a culinary adventure, savoring exotic flavors around the world. ",Negative,3/2/2019 20:20,User387, Twitter  ,#Tag387 #Fun,3,70, Belgium         ,2019,3,2,20,18,female
6,367,Surprise and delight at discovering a hidden gem in the city.    ,Positive,10/18/2019 16:45,User362, Instagram ,#Tag362 #Fun,3,35, UK                ,2019,10,18,16,64,male
1,370,Optimism for a bright future amidst challenging times.           ,Neutral,7/5/2021 9:30,User365, Instagram ,#Tag365 #Fun,3,40, Canada            ,2021,7,5,9,19,female
8,295," Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ",Neutral,8/29/2020 20:45,User290, Facebook ,#Tag290 #Fun,3,28, UK ,2020,8,29,20,46,female
3,293," Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ",Positive,5/6/2023 7:20,User288, Twitter ,#Tag288 #Fun,3,30, India ,2023,5,6,7,52,female
4,243," Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ",Neutral,11/30/2021 15:30,User238,Snapchat,#Tag238 #Fun,3,20, Canada        ,2021,11,30,15,53,female
4,480,"Basking in the glow of accomplishment, each milestone a stepping stone to happiness. ",Positive,6/10/2020 17:30,User475, Facebook ,#Tag475 #Fun,3,55, Germany ,2020,6,10,17,40,male
8,236," Ambivalence clouding decisions, caught in the crossroads of conflicting emotions. ",Neutral,1/15/2022 10:30,User231, Twitter  ,#Tag231 #Fun,3,30, India         ,2022,1,15,10,50,male
2,0, Enjoying a beautiful day at the park!              ,Negative,1/15/2023 12:30,User0, Twitter  ,#Tag0 #Fun,3,30, USA      ,2023,1,15,12,56,male
5,516,"Dancing under the stars at Beyoncé's live show, feeling the power of 'Single Ladies' in every move. ",Positive,7/28/2019 21:30,User511, Twitter ,#Tag511 #Fun,3,70, USA ,2019,7,28,21,46,female
3,576,"In the heart of a bustling market, the street food connoisseur indulges in a culinary adventure, savoring diverse flavors and aromas. ",Negative,8/28/2019 19:30,User571, Instagram ,#Tag571 #Fun,3,70, Thailand ,2019,8,28,19,45,male
58,674,Perfecting the art of creating origami during a dull lecture. Origami mastery: A+! ,Positive,8/28/2023 16:00,User669, Twitter ,#Tag669 #Fun,3,36, USA,2016,8,28,16,35,male
5,156, Gratitude for the small joys that each day brings.   ,Positive,3/30/2012 11:20,User153, Facebook ,#Tag153 #Fun,3,30, Australia   ,2012,3,30,11,56,non-binary
5,29, Quiet evening with a good book.                    ,Negative,1/23/2023 19:45,User27, Instagram ,#Tag27 #Fun,3,30, Australia ,2023,1,23,19,61,female
1,151, Reverence for the historical significance of a landmark.,Positive,11/1/2017 15:30,User148, Twitter  ,#Tag148 #Fun,3,35, Australia ,2017,11,1,15,49,male
1,785,Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro! ,Negative,12/26/2023 1:05,User780,Snapchat,#Tag780 #Fun,3,7, Australia ,2018,4,3,12,14,male
5,597,Caught up on the latest fashion trends and now planning a shopping spree. #Fashionista #TrendyTeen ,Negative,6/1/2023 18:00,User592, Twitter ,#Tag592 #Fun,3,40, USA,2020,6,1,18,52,male
7,141, Contentment in the simplicity of a home-cooked meal. ,Negative,9/12/2015 13:20,User138, Facebook ,#Tag138 #Fun,3,50, India    ,2015,9,12,13,56,male
1,604,Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor ,Negative,6/8/2023 16:00,User599, Instagram ,#Tag599 #Fun,3,70, UK,2018,6,8,16,29,female
45,73, Finding calmness in the midst of a busy day.            ,Positive,2/18/2023 9:30,User70, Twitter  ,#Tag70 #Fun,3,30, India     ,2023,2,18,9,51,female
8,664,"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ",Positive,8/18/2023 16:30,User659, Facebook ,#Tag659 #Fun,3,50, USA,2016,8,18,16,64,female
4,606,Started a blog about random thoughts and musings. Blogging is the new diary. #BloggerLife #TeenBlogger ,Neutral,6/10/2023 17:30,User601, Twitter ,#Tag601 #Fun,3,60, Canada,2019,6,10,17,27,non-binary
3,615,"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour ",Positive,6/19/2023 16:30,User610, Facebook ,#Tag610 #Fun,3,45, Canada,2023,6,19,16,26,male
22,715,Exploring a new part-time job opportunity for gaining work experience. Career development in progress. ,Negative,10/8/2023 15:15,User710, Facebook ,#Tag710 #Fun,3,48, USA,2019,10,8,15,23,non-binary
1,619,"Sipping on a favorite vintage wine, each sip telling a story of the years gone by. Cheers to a life well-lived. #WineLover #VintageCheers ",Negative,6/23/2023 18:45,User614, Instagram ,#Tag614 #Fun,3,55, UK,2019,6,23,18,46,male
5,760,"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener ",Neutral,12/26/2023 1:05,User755,Snapchat,#Tag755 #Fun,3,91, Canada ,2020,72,2,2,9,non-binary
1,37, Quality time with family this weekend.             ,Negative,1/26/2023 17:40,User35, Facebook ,#Tag35 #Fun,3,45, UK        ,2023,1,26,17,61,male
4,637,Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer ,Positive,7/11/2023 18:45,User632, Twitter ,#Tag632 #Fun,3,45, Canada,2016,7,11,18,56,non-binary
1,641,"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist ",Neutral,7/15/2023 19:30,User636, Facebook ,#Tag636 #Fun,3,55, Canada,2019,7,15,19,36,male
1,116, Overflowing with gratitude for life's blessings.      ,Neutral,11/25/2012 10:00,User113, Instagram ,#Tag113 #Fun,3,60, Australia   ,2012,11,25,10,24,non-binary
7,506,"Captivated by the historical charm of the Colosseum, each stone echoing tales of gladiator valor. ",Neutral,3/15/2018 17:30,User501, Twitter ,#Tag501 #Fun,3,50, Italy ,2018,3,15,17,60,non-binary
1,648,Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder ,Positive,8/2/2023 14:45,User643, Twitter ,#Tag643 #Fun,3,50, UK,2022,8,2,14,45,non-binary
5,135, Enthusiasm for a creative project in the making.       ,Positive,9/15/2018 16:00,User132, Facebook ,#Tag132 #Fun,3,30, Canada    ,2018,9,15,16,31,female
2,158, Empowerment through learning a new skill.            ,Positive,7/10/2014 13:15,User155, Instagram ,#Tag155 #Fun,3,50, India   ,2014,7,10,13,32,female
52,675,Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed! ,Negative,8/29/2023 13:45,User670, Instagram ,#Tag670 #Fun,3,48, Canada,2019,8,29,13,64,male
5,162, Enthusiasm for a DIY home improvement project.       ,Negative,4/15/2018 16:00,User159, Facebook ,#Tag159 #Fun,3,30, Australia   ,2018,4,15,16,30,female
1,518,"Rocking out to the guitar solos at a Queen tribute concert, a journey back in time with Freddie's spirit. ",Negative,12/2/2018 22:15,User513, Instagram ,#Tag513 #Fun,3,45, UK ,2018,12,2,22,29,male
2,191, Disgust at the corruption that stains society.     ,Negative,7/1/2016 9:45,User188, Instagram ,#Tag188 #Fun,3,15, UK            ,2016,7,1,9,26,non-binary
49,848,Exploring a new hobby of photography during free time. Capturing moments through a lens. ,Positive,12/26/2023 1:05,User843,YouTube,#Tag843 #Fun,3,3, Italy           ,2019,86,9,58,42,non-binary
48,706,Experiencing hate comments for expressing personal opinions. Online negativity prevails. ,Negative,9/29/2023 15:45,User701, Twitter ,#Tag701 #Fun,3,48, USA,2015,9,29,15,26,non-binary
13,5, Feeling grateful for the little things in life.    ,Neutral,1/16/2023 9:10,User5, Twitter  ,#Tag5 #Fun,3,50, India    ,2023,1,16,9,38,male
50,66, Experiencing awe at the breathtaking sunset.            ,Neutral,2/15/2023 20:30,User63, Facebook ,#Tag63 #Fun,3,45, Australia   ,2023,2,15,20,23,female
20,830,Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful. ,Positive,12/26/2023 1:05,User825,YouTube,#Tag825 #Fun,3,8, UK                ,2017,5,32,5,89,male
20,711,Sharing favorite book recommendations with classmates. Building a mini book club. ,Neutral,10/4/2023 18:20,User706, Facebook ,#Tag706 #Fun,3,38, UK,2021,10,4,18,46,non-binary
2,572,"Wandering through a historical museum, the history enthusiast becomes immersed in the tales of the past, envisioning bygone eras. ",Positive,12/18/2015 18:00,User567, Twitter ,#Tag567 #Fun,3,55, Italy ,2015,12,18,18,36,female
1,527,"Immersed in the soulful melodies of Adele, tears flow freely, moved by the emotion of 'Hello'. ",Negative,11/28/2019 19:45,User522, Facebook ,#Tag522 #Fun,3,60, UK ,2019,11,28,19,46,female
9,186," Anxiety grips my chest, a relentless grip on my thoughts.",Neutral,9/5/2018 9:30,User183, Facebook ,#Tag183 #Fun,3,20, UK            ,2018,9,5,9,20,non-binary
22,826,Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected. ,Negative,12/26/2023 1:05,User821,YouTube,#Tag821 #Fun,3,1, UK                ,2020,42,18,2,76,male
1,530,"Dancing to Shakira's rhythmic beats, hips swaying to the hypnotic charm of 'Hips Don't Lie'. ",Positive,2/28/2022 21:15,User525, Facebook ,#Tag525 #Fun,3,55, Colombia ,2022,2,28,21,43,female
9,182," Jealousy gnaws at my confidence, a toxic emotion.  ",Positive,6/3/2018 16:30,User179, Instagram ,#Tag179 #Fun,3,15, India         ,2018,6,3,16,18,non-binary
4,543,"Binge-watching a thrilling crime series, the suspense keeps the viewer on the edge of their seat, creating a rush of adrenaline. ",Positive,7/12/2015 22:00,User538, Facebook ,#Tag538 #Fun,3,70, Japan ,2015,7,12,22,54,male
18,821,Had a bad day at school. Everything seems to be going wrong. ,Neutral,12/26/2023 1:05,User816,YouTube,#Tag816 #Fun,3,71, UK                ,2018,8,5,83,10,male
22,683,Organizing a movie marathon with friends. Popcorn and cinematic adventures await! ,Negative,9/6/2023 16:45,User678, Facebook ,#Tag678 #Fun,3,43, UK,2017,9,6,16,40,non-binary
18,713,Collaborating on a school project with peers. Teamwork makes the dream work. ,Negative,10/6/2023 17:30,User708, Twitter ,#Tag708 #Fun,3,36, Canada,2022,10,6,17,63,female
11,796,Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum! ,Neutral,12/26/2023 1:05,User791,YouTube,#Tag791 #Fun,3,4, USA ,2020,2,46,8,8,non-binary
61,714,Attending a school club meeting to explore new interests. Dabbling in extracurricular activities. ,Negative,10/7/2023 20:45,User709, Instagram ,#Tag709 #Fun,3,45, UK,2016,10,7,20,52,female
38,677,Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty! ,Negative,8/31/2023 20:15,User672, Twitter ,#Tag672 #Fun,3,42, UK,2018,8,31,20,31,female
2,529,"In the audience of a Jay-Z performance, the lyrics of 'Empire State of Mind' become an anthem of pride. ",Neutral,9/10/2017 20:15,User524, Twitter ,#Tag524 #Fun,3,35, USA ,2017,9,10,20,27,male
1,728,Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe! ,Negative,10/21/2023 17:30,User723,Snapchat,#Tag723 #Fun,3,45, Canada,2021,10,21,17,49,female
2,718,Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers. ,Positive,10/11/2023 16:45,User713, Facebook ,#Tag713 #Fun,4,37, USA,2019,10,11,16,64,non-binary
51,704,Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence. ,Negative,9/27/2023 17:30,User699, Instagram ,#Tag699 #Fun,4,36, Canada,2022,9,27,17,44,non-binary
1,722,Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress. ,Neutral,10/15/2023 20:45,User717, Twitter ,#Tag717 #Fun,4,43, Canada,2021,10,15,20,47,female
3,372,Happiness blooms like flowers in a garden on a sunny day.        ,Neutral,2/10/2020 11:15,User367, Twitter  ,#Tag367 #Fun,4,30, India             ,2020,2,10,11,59,non-binary
2,363,Appreciation for the vibrant culture experienced during travel.   ,Negative,11/14/2016 13:45,User358, Twitter  ,#Tag358 #Fun,4,55, UK                ,2016,11,14,13,57,female
7,732,Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles! ,Positive,8/18/2017 18:20,User727, Facebook ,#Tag727 #Fun,4,39, UK,2020,8,18,18,43,male
62,843,Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen. ,Negative,12/26/2023 1:05,User838,YouTube,#Tag838 #Fun,4,7, UK               ,2021,98,3,6,6,female
8,339,Nostalgia hits while flipping through an old photo album.     ,Negative,6/28/2019 19:00,User334, Facebook ,#Tag334 #Fun,4,45, UK                ,2019,6,28,19,45,non-binary
36,836,Feeling a sense of despair after a major project failure. Hard work didn't pay off this time. ,Positive,12/26/2023 1:05,User831,YouTube,#Tag831 #Fun,4,45, USA               ,2020,3,1,45,45,male
1,341,Calmness found in the rhythm of raindrops on the windowpane.   ,Negative,11/8/2017 21:20,User336, Twitter  ,#Tag336 #Fun,4,35, Australia          ,2017,11,8,21,46,female
6,811,Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated! ,Negative,12/26/2023 1:05,User806,YouTube,#Tag806 #Fun,4,59, Canada            ,2022,6,2,5,13,male
2,801,Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement! ,Positive,12/26/2023 1:05,User796,YouTube,#Tag796 #Fun,4,61, Canada            ,2021,6,86,6,40,female
9,792,Attempting to break the school record for the longest handstand. Wish me luck! ,Neutral,12/26/2023 1:05,User787,Snapchat,#Tag787 #Fun,4,82, USA ,2019,80,2,8,9,female
1,791,Mastering the art of the perfect doodle during boring classes. Doodles: A+! ,Positive,12/26/2023 1:05,User786,Snapchat,#Tag786 #Fun,4,9, Canada ,2022,7,17,23,8,non-binary
5,353,Amused by the antics of playful kittens during playtime.           ,Neutral,10/22/2022 12:45,User348, Facebook ,#Tag348 #Fun,4,30, Canada            ,2022,10,22,12,38,female
2,355,Joyful reunion with long-lost friends after years of separation.   ,Negative,11/18/2020 17:10,User350, Instagram ,#Tag350 #Fun,4,40, India             ,2020,11,18,17,40,male
4,784,"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist ",Positive,12/26/2023 1:05,User779,Snapchat,#Tag779 #Fun,4,85, USA ,2020,3,8,7,4,male
2,766,"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor ",Negative,12/26/2023 1:05,User761,Snapchat,#Tag761 #Fun,4,30, USA ,2021,54,64,4,11,female
1,759,"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. #VintageCars #ClassicRides ",Negative,12/26/2023 1:05,User754,Snapchat,#Tag754 #Fun,4,56, Australia ,2015,4,21,6,1,non-binary
5,737,Started a blog about random thoughts and musings. Blogging is the new diary. #BloggerLife #TeenBlogger ,Neutral,12/26/2023 1:05,User732,Snapchat,#Tag732 #Fun,4,6, Canada ,2019,2,3,3,8,non-binary
6,736,"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover ",Negative,12/26/2023 1:05,User731,Snapchat,#Tag731 #Fun,4,2, India ,2021,92,1,2,49,male
3,724,Successfully completing a challenging coding project. Excitement for overcoming coding hurdles! ,Negative,10/17/2023 12:30,User719, Twitter ,#Tag719 #Fun,4,48, USA,2019,10,17,12,22,male
7,380,Spellbound by the elegance of a ballroom dance under crystal chandeliers. ,Neutral,6/12/2018 20:30,User375, Facebook ,#Tag375 #Fun,4,55, UK               ,2018,6,12,20,56,female
8,668,Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill! ,Positive,8/22/2023 12:30,User663, Facebook ,#Tag663 #Fun,4,40, Canada,2022,8,22,12,28,male
18,697,Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck. ,Neutral,9/20/2023 12:30,User692,Snapchat,#Tag692 #Fun,4,35, USA,2020,9,20,12,43,male
3,435,"Soul-crushing disappointment, hopes shattered like fragile glass. ",Positive,10/8/2019 18:30,User430, Twitter  ,#Tag430 #Fun,4,40, Spain        ,2019,10,8,18,45,male
9,436,"Painful echoes of a love once cherished, now lost in the abyss of time. ",Positive,11/22/2016 9:45,User431, Facebook ,#Tag431 #Fun,4,45, Netherlands  ,2016,11,22,9,43,male
8,437,"Heartache deepens, a solitary journey through the abyss of despair. ",Negative,8/18/2022 22:00,User432, Instagram ,#Tag432 #Fun,4,80, South Africa ,2022,8,18,22,54,male
2,442,"Darkness descends, engulfing the soul in the shadows of despair.  ",Negative,7/10/2016 18:20,User437, Facebook ,#Tag437 #Fun,4,55, USA         ,2016,7,10,18,18,male
5,330," Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ",Neutral,3/17/2018 14:45,User325, Twitter ,#Tag325 #Fun,4,32, UK ,2018,3,17,14,45,female
7,569,"In the world of science, a breakthrough discovery unfolds, pushing the boundaries of knowledge and opening new frontiers of exploration. ",Neutral,5/20/2020 16:30,User564, Twitter ,#Tag564 #Fun,4,55, Germany ,2020,5,20,16,53,male
9,553,"In the cycling world championship, the climber conquers challenging terrains, symbolizing determination and achievement against all odds. ",Negative,9/28/2015 22:30,User548, Facebook ,#Tag548 #Fun,4,70, Italy ,2015,9,28,22,40,male
4,546,"At the Olympics, the athlete's perseverance shines through, earning a gold medal and inspiring a generation with their remarkable achievement. ",Neutral,8/8/2020 19:45,User541, Twitter ,#Tag541 #Fun,4,70, USA ,2020,8,8,19,52,non-binary
3,545,"Celebrating a historic victory in the World Cup, the nation erupts in joy, united by the triumph of their football team. ",Neutral,7/15/2018 21:30,User540, Instagram ,#Tag540 #Fun,4,80, Brazil ,2018,7,15,21,41,female
1,467,"In the symphony of grief, each tear is a note, composing a melancholic melody. ",Positive,11/28/2018 14:00,User462, Facebook ,#Tag462 #Fun,4,45, Germany ,2018,11,28,14,47,male
2,472,"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ",Positive,9/10/2019 21:00,User467, Twitter ,#Tag467 #Fun,4,45, Australia ,2019,9,10,21,43,female
2,475,"Dancing on sunshine, each step a celebration of the joy found in simple moments. ",Neutral,8/20/2021 15:45,User470, Instagram ,#Tag470 #Fun,4,80, USA ,2021,8,20,15,56,male
